"Sr_No","Product_Name","Quantity","Unit","MRP","Purchase_Rate","Amount","Category","Cost_Price","Sell_Price","Actual_Margin_Percent","Actual_Profit_Per_Unit","Total_Actual_Profit","SP_5_Percent","SP_10_Percent","SP_5_Margin_Percent","SP_10_Margin_Percent","Brand","Size","Supplier","Last_Updated","Status","Stock_Quantity","Barcode","Barcode_Clean"
"133","HORLICKS PLANE JAR 1KG","9","PCS","574.0","531.48","4400.65","Health Drinks","488.96","523.0","17.39","85.04","765.36","569.75","565.5","16.52","15.65","","","","","","","8901030000000","8901030000000"
"134","HORLICKS PLANE JAR 500GM","24","PCS","294.0","272.22","6075.95","Health Drinks","253.16","270.0","16.13","40.84","980.16","291.96","289.92","15.33","14.52","","","","","","","8909110000000","8909110000000"
"135","KNOOR SOUP 10/- TOMATO","325","PCS","10.0","7.89","2650.0","Food & Grocery","7.89","9.0","26.74","2.11","708.96","9.89","9.79","25.35","24.08","","","","","","","8901030000000","8901030000000"
"136","KEO KARPIN 200ML 100/-","40","PCS","100.0","90.0","3348.0","Personal Care","83.7","91.0","19.47","16.3","652.0","99.18","98.37","18.49","17.53","","","","","","","8906010000000","8906010000000"
"137","KEO KARPIN 50ML 25/-","120","PCS","25.0","22.5","2538.0","Personal Care","21.15","23.0","18.2","3.85","462.0","24.81","24.62","17.3","16.41","","","","","","","",""
"138","KEO KARPIN 300ML 150/-","30","PCS","150.0","135.0","3807.0","Personal Care","126.9","137.0","18.2","23.1","693.0","148.84","147.69","17.29","16.38","","","","","","","8906010000000","8906010000000"
"139","KISSAN JAM 500GM 200/-","24","PCS","200.0","183.49","4051.46","Food & Grocery","168.81","182.0","18.48","31.19","748.56","198.44","196.88","17.55","16.63","","","","","","","8901030000000","8901030000000"
"140","KISSAN JAM 200GM 90/-","28","PCS","90.0","82.57","2378.02","Food & Grocery","79.27","84.0","13.54","10.73","321.9","89.46","88.93","12.85","12.19","","","","","","","8901030000000","8901030000000"
"141","KISSAN KETCHUP 1KG 170/-","10","PCS","170.0","175.0","1750.0","Food & Grocery","175.0","173.0","-2.86","-5.0","-50.0","170.25","170.5","-2.71","-2.57","","","","","","","8901030000000","8901030000000"
"142","KISSAN POUCH 50/-","21","PCS","50.0","43.0","1032.0","Food & Grocery","43.0","46.0","16.28","7.0","168.0","49.65","49.3","15.47","14.65","","","","","","","8901030000000","8901030000000"
"143","KISSAN POUCH 1KG 100/-","12","PCS","100.0","82.0","984.0","Food & Grocery","82.0","90.0","21.95","18.0","216.0","99.1","98.2","20.85","19.76","","","","","","","8901030000000","8901030000000"
"144","KIT KAT 20/-","420","PCS","20.0","9.33","6720.0","Confectionery","16.0","18.0","114.36","10.67","7682.4","19.0","18.0","108.68","102.89","","","","","","","8901060000000","8901060000000"
"145","LAXMANREKHA 20/-","38","PCS","20.0","20.0","760.0","Healthcare","20.0","20.0","0.0","0.0","0.0","20.0","20.0","0.0","0.0","","","","","","","8904060000000","8904060000000"
"146","LIFEBOUY 10/-","53","PCS","40.0","10.0","1840.0","Personal Care","34.0","37.0","0.0","0.0","0.0","38.0","36.0","0.0","0.0","","","","","","","8909110000000","8909110000000"
"147","LIFEBOUY 500GM 180/-","27","PCS","180.0","166.67","4600.09","Personal Care","153.34","165.0","17.39","26.66","799.8","178.67","177.33","16.52","15.64","","","","","","","8909110000000","8909110000000"
"148","LIPTON GREEN TEA 190/-","12","PCS","190.0","140.0","1680.0","Beverages","140.0","160.0","35.71","50.0","600.0","187.5","185.0","33.93","32.14","","","","","","","8901030000000","8901030000000"
"149","LIZOL 1L FLORAL 246/-","15","PCS","246.0","223.64","3220.42","Home Care","201.28","220.0","22.22","44.72","715.52","243.76","241.53","21.1","20.0","","","","","","","8901400000000","8901400000000"
"150","LIZOL 500ML CITRUS 123/-","12","PCS","123.0","111.82","1234.49","Home Care","102.87","111.0","19.57","20.13","241.56","121.99","120.99","18.59","17.61","","","","","","","8901400000000","8901400000000"
"151","LIZOL 500ML FLORAL 123/-","12","PCS","123.0","111.82","1234.49","Home Care","102.87","111.0","19.57","20.13","241.56","121.99","120.99","18.59","17.61","","","","","","","8901400000000","8901400000000"
"152","LIZZAT PAPAD MASALA 89/-","21","PCS","89.0","90.48","1900.0","Food & Grocery","90.48","90.0","-1.64","-1.48","-31.08","89.07","89.15","-1.56","-1.47","","","","","","","8901440000000","8901440000000"
"153","LOTTE CHOCOPIE 180/-","12","PCS","180.0","177.78","1600.0","Confectionery","133.33","152.0","1.25","2.22","19.98","171.0","162.0","1.19","1.12","","","","","","","8901120000000","8901120000000"
"154","LUX SET 500GM PINK 170/-","30","PCS","170.0","157.41","4344.52","Personal Care","144.82","155.0","17.39","25.18","755.4","168.74","167.48","16.52","15.65","","","","","","","8909110000000","8909110000000"
"155","LUX SET 500GM WHITE 170/-","29","PCS","170.0","157.41","4344.52","Personal Care","144.82","155.0","17.39","25.18","755.4","168.74","167.48","16.52","15.65","","","","","","","8909110000000","8909110000000"
"156","LUX SOAP SET 10/- PINK","54","PCS","40.0","10.0","1840.0","Personal Care","34.0","37.0","0.0","0.0","0.0","38.0","36.0","0.0","0.0","","","","","","","8909110000000","8909110000000"
"157","LUX SOAP SET 10/- WHITE","54","PCS","40.0","10.0","1840.0","Personal Care","34.0","37.0","0.0","0.0","0.0","38.0","36.0","0.0","0.0","","","","","","","8909110000000","8909110000000"
"158","MADHU SUDAN JAR 450ML","15","PCS","345.0","540.0","8100.0","Food & Grocery","540.0","462.0","-36.11","-195.0","-2925.0","354.75","364.5","-34.31","-32.5","","","","","","","8906020000000","8906020000000"
"159","MADHU SUDAN JAR 900ML","14","PCS","680.0","535.0","8025.0","Food & Grocery","535.0","593.0","27.1","145.0","2175.0","672.75","665.5","25.75","24.39","","","","","","","8906020000000","8906020000000"
"160","MAGGI 60/- 24P","73","PCS","57.0","24.0","1200.0","Food & Grocery","508.0","38.0","137.5","33.0","1650.0","54.15","51.3","130.62","123.75","","","","","","","8901060000000","8901060000000"
"161","MAGGI 90/- 16P","48","PCS","84.0","70.0","1190.0","Food & Grocery","70.0","76.0","20.0","14.0","238.0","79.8","75.6","19.0","18.0","","","","","","","8901060000000","8901060000000"
"162","MAGGI MASALA 5/-","466","PCS","5.0","5.0","2500.0","Food & Grocery","5.0","5.0","0.0","0.0","0.0","5.0","5.0","0.0","0.0","","","","","","","89080153","89080153"
"163","MOMS MAGIC BISCUIT 10/-","65","PCS","10.0","10.0","650.0","Biscuits","10.0","10.0","0.0","0.0","0.0","10.0","10.0","0.0","0.0","","","","","","","8901730000000","8901730000000"
"164","MORTEIN RED COIL 36/-","40","PCS","36.0","36.25","1450.0","Home Care","36.25","37.0","-0.69","-0.25","-10.0","36.01","36.02","-0.66","-0.63","","","","","","","8901400000000","8901400000000"
"165","MOTHER DAIRY 500GM 345/-","30","PCS","345.0","570.0","8550.0","Food & Grocery","285.0","480.0","-39.47","-225.0","-3375.0","327.75","310.5","-37.5","-35.53","","","","","","","8901650000000","8901650000000"
"166","MUNCH 5/-","863","PCS","5.0","4.13","3564.0","Confectionery","4.12","5.0","21.36","0.88","760.32","4.96","4.91","20.39","19.17","","","","","","","8901060000000","8901060000000"
"167","NAVRATNA OIL 100ML 90/-","12","PCS","90.0","90.0","918.0","Personal Care","76.5","82.0","17.65","13.5","162.0","89.32","88.65","16.76","15.88","","","","","","","8901250000000","8901250000000"
"168","NAVRATNA OIL 45ML 47/-","24","PCS","47.0","47.0","958.8","Personal Care","39.95","43.0","17.65","7.05","169.2","46.65","46.3","16.77","15.89","","","","","","","8901250000000","8901250000000"
"169","NAVRATNA OIL 200ML 155/-","12","PCS","155.0","155.0","1581.0","Personal Care","131.75","142.0","17.65","23.25","279.0","153.84","152.68","16.77","15.89","","","","","","","8901250000000","8901250000000"
"170","NAVRATNA OIL 300ML 240/-","6","PCS","240.0","240.0","1224.0","Personal Care","204.0","219.0","17.65","36.0","216.0","238.2","236.4","16.76","15.88","","","","","","","8901250000000","8901250000000"
"171","NAVRATNA OIL 500ML 380/-","6","PCS","380.0","380.0","1938.0","Personal Care","323.0","346.0","17.65","57.0","342.0","377.15","374.3","16.76","15.88","","","","","","","8901250000000","8901250000000"
"172","NESCAFE COFFEE 2/-","1382","PCS","2.0","2.18","3012.11","Beverages","2.18","3.0","-8.26","-0.18","-248.76","2.01","2.02","-7.8","-7.34","","","","","","","8901060000000","8901060000000"
"173","NESCAFE COFFEE 10/-","188","PCS","10.0","10.01","1882.57","Beverages","10.01","11.0","-0.1","-0.01","-1.88","10.0","10.0","-0.1","-0.1","","","","","","","8901060000000","8901060000000"
"174","OREO CHOCOLATE BISCUIT 10/-","100","PCS","10.0","10.0","1000.0","Biscuits","10.0","10.0","0.0","0.0","0.0","10.0","10.0","0.0","0.0","","","","","","","7622200000000","7622200000000"
"175","OREO VANILLA BISCUIT 10/-","100","PCS","10.0","10.0","1000.0","Biscuits","10.0","10.0","0.0","0.0","0.0","10.0","10.0","0.0","0.0","","","","","","","7622200000000","7622200000000"
"176","PAMPERS L2 192PCS 30/-","192","PCS","30.0","30.0","4032.0","Baby Care","21.0","25.0","42.86","9.0","1728.0","29.55","29.1","40.71","38.57","","","","","","","4987180000000","4987180000000"
"177","PAMPERS M2 192PCS 25/-","192","PCS","25.0","25.0","3360.0","Baby Care","17.5","21.0","42.86","7.5","1440.0","24.62","24.25","40.69","38.57","","","","","","","4987180000000","4987180000000"
"178","PAMPERS XL2 36/-","192","PCS","36.0","36.0","4838.4","Baby Care","25.2","30.0","42.86","10.8","2073.6","35.46","34.92","40.71","38.57","","","","","","","4987180000000","4987180000000"
"179","PAMPERS S1 10/-","324","PCS","10.0","10.0","2268.0","Baby Care","7.0","9.0","42.86","3.0","972.0","9.85","9.7","40.71","38.57","","","","","","","4987180000000","4987180000000"
"180","PARACHUTE JASMINE 300ML","24","PCS","150.0","150.0","2808.0","Personal Care","117.0","131.0","28.21","33.0","792.0","148.35","146.7","26.79","25.38","","","","","","","8901090000000","8901090000000"
"181","PARACHUTE BOTTLE 500ML","7","PCS","270.0","270.0","1857.6","Personal Care","232.2","248.0","16.28","37.8","302.4","268.11","266.22","15.47","14.65","","","","","","","8901090000000","8901090000000"
"182","PARACHUTE JASMINE 200ML","23","PCS","97.0","97.0","2002.08","Personal Care","83.42","89.0","16.28","13.58","325.92","96.32","95.64","15.46","14.65","","","","","","","8901090000000","8901090000000"
"183","PARACHUTE JASMINE 100ML","36","PCS","48.0","48.0","1486.08","Personal Care","41.28","44.0","16.28","6.72","241.92","47.66","47.33","15.46","14.66","","","","","","","8901090000000","8901090000000"
"184","PARACHUTE JASMINE 400+100ML","12","PCS","235.0","235.0","2199.6","Personal Care","183.3","204.0","28.21","51.7","620.4","232.42","229.83","26.8","25.38","","","","","","","8901090000000","8901090000000"
"185","PARACHUTE JAR 200ML","90","PCS","115.0","115.0","8797.5","Personal Care","97.75","105.0","17.65","17.25","1552.5","114.14","113.28","16.77","15.89","","","","","","","8901090000000","8901090000000"
"186","PARACHUTE JAR 600ML","20","PCS","316.0","316.0","5435.2","Personal Care","271.76","290.0","16.28","44.24","884.8","313.79","311.58","15.47","14.65","","","","","","","8901090000000","8901090000000"
"187","PARLE BOURBON 10/-","93","PCS","10.0","10.0","980.0","Biscuits","10.0","10.0","0.0","0.0","0.0","10.0","10.0","0.0","0.0","","","","","","","8901720000000","8901720000000"
"188","PARLE HAPPY HAPPY 10/-","77","PCS","10.0","10.0","780.0","Biscuits","10.0","10.0","0.0","0.0","0.0","10.0","10.0","0.0","0.0","","","","","","","8901720000000","8901720000000"
"189","PARLE HIDE & SEEK 30/-","55","PCS","30.0","30.0","1680.0","Biscuits","30.0","30.0","0.0","0.0","0.0","30.0","30.0","0.0","0.0","","","","","","","8901720000000","8901720000000"
"190","PARLE HIDE & SEEK 10/-","130","PCS","10.0","10.0","1300.0","Biscuits","10.0","10.0","0.0","0.0","0.0","10.0","10.0","0.0","0.0","","","","","","","8901720000000","8901720000000"
"191","PARLE KRACKJACK 10/-","101","PCS","10.0","10.0","1020.0","Biscuits","10.0","10.0","0.0","0.0","0.0","10.0","10.0","0.0","0.0","","","","","","","8901720000000","8901720000000"
"192","PARLE MONACO 10/-","100","PCS","10.0","10.0","1020.0","Biscuits","10.0","10.0","0.0","0.0","0.0","10.0","10.0","0.0","0.0","","","","","","","8901720000000","8901720000000"
"193","PATANJALI DISHBAR 10/-","47","PCS","10.0","10.0","510.0","Home Care","10.0","10.0","0.0","0.0","0.0","10.0","10.0","0.0","0.0","","","","","","","8904420000000","8904420000000"
"194","PATANJALI ALOEVERA GEL 100/-","11","PCS","100.0","100.0","936.0","Personal Care","78.0","87.0","28.21","22.0","264.0","98.9","97.8","26.79","25.38","","","","","","","8904110000000","8904110000000"
"195","PATANJALI SOAP ALOEVERA 115/-","24","PCS","115.0","115.0","2125.2","Personal Care","88.55","100.0","29.87","26.45","634.8","113.68","112.35","28.38","26.88","","","","","","","8904420000000","8904420000000"
"196","PATANJALI PASTE 100GM 63/-","58","PCS","63.0","63.0","3137.4","Personal Care","52.29","57.0","20.48","10.71","642.6","62.46","61.93","19.45","18.44","","","","","","","8904420000000","8904420000000"
"197","PATANJALI PASTE 200GM 120/-","35","PCS","120.0","120.0","3585.6","Personal Care","99.6","108.0","20.48","20.4","734.4","118.98","117.96","19.46","18.43","","","","","","","8904420000000","8904420000000"
"198","PEARS 58/- YELLOW","108","PCS","58.0","53.7","5219.64","Personal Care","48.33","53.0","20.01","9.67","1044.36","57.52","57.03","19.02","18.0","","","","","","","8901030000000","8901030000000"
"199","PEARS SET 175/-","14","PCS","175.0","162.04","2087.08","Personal Care","149.08","160.0","17.39","25.92","362.88","173.7","172.41","16.51","15.65","","","","","","","8901030000000","8901030000000"
"200","PEPSODENT 200GM 125/-","12","PCS","125.0","113.64","995.49","Personal Care","82.96","100.0","50.68","42.04","504.48","122.9","120.8","48.14","45.61","","","","","","","8906070000000","8906070000000"
"201","PEPSODENT 100GM 90/-","35","PCS","90.0","81.82","2150.23","Personal Care","59.73","72.0","50.68","30.27","1089.72","88.49","86.97","48.15","45.61","","","","","","","8906070000000","8906070000000"
"202","PONDS F W 50GM 98/- WHITE","17","PCS","98.0","98.0","1234.8","Personal Care","68.6","81.0","42.86","29.4","529.2","96.53","95.06","40.71","38.57","","","","","","","8901030000000","8901030000000"
"203","QUACKER OATS 500G 86/-","24","PCS","86.0","65.0","1560.0","Health Products","65.0","74.0","32.31","21.0","504.0","84.95","83.9","30.69","29.08","","","","","","","8901490000000","8901490000000"
"204","QUACKER OATS 1KG 210/-","12","PCS","210.0","156.0","1872.0","Health Products","156.0","178.0","34.62","54.0","648.0","207.3","204.6","32.88","31.15","","","","","","","8901490000000","8901490000000"
"205","RED LABEL 1KG 560/-","6","PCS","560.0","380.0","2280.0","Beverages","380.0","452.0","47.37","180.0","1080.0","551.0","542.0","45.0","42.63","","","","","","","8901030000000","8901030000000"
"206","RED LABEL NATURAL CARE 250GM","12","PCS","160.0","149.53","1668.75","Beverages","139.06","148.0","15.06","20.94","251.28","158.95","157.91","14.3","13.56","","","","","","","8901030000000","8901030000000"
"207","RED LABEL 250GM 135/-","24","PCS","135.0","126.17","2816.11","Beverages","117.34","125.0","15.05","17.66","423.84","134.12","133.23","14.3","13.54","","","","","","","8901030000000","8901030000000"
"208","RIN ADVANCE 10/-","67","PCS","10.0","9.93","715.0","Home Care","9.93","10.0","0.7","0.07","5.04","10.0","9.99","0.7","0.6","","","","","","","8909110000000","8909110000000"
"209","RIN ADVANCE SET 100/-","11","PCS","100.0","92.59","1033.3","Home Care","86.11","92.0","16.13","13.89","166.68","99.31","98.61","15.33","14.52","","","","","","","8909110000000","8909110000000"
"210","RIN ALLA 500GM 89/-","24","PCS","89.0","82.41","1661.39","Home Care","69.22","78.0","28.58","19.78","474.72","88.01","87.02","27.15","25.72","","","","","","","8901030000000","8901030000000"
"211","RIN EXCEL 250GM 38/-","60","PCS","38.0","35.19","1984.72","Home Care","33.08","36.0","14.87","4.92","295.2","37.75","37.51","14.12","13.39","","","","","","","8909110000000","8909110000000"
"212","RIN EXCEL 125GM 10/-","118","PCS","10.0","10.0","1220.0","Home Care","10.0","10.0","0.0","0.0","0.0","10.0","10.0","0.0","0.0","","","","","","","8909110000000","8909110000000"
"213","RIN EXCEL 800GM 128/-","20","PCS","128.0","118.52","2180.77","Home Care","109.04","117.0","17.39","18.96","379.2","127.05","126.1","16.52","15.65","","","","","","","8909110000000","8909110000000"
"214","RIN POWDER 1KG 100/-","25","PCS","100.0","92.59","2106.42","Home Care","84.26","91.0","18.68","15.74","393.5","99.21","98.43","17.74","16.82","","","","","","","8901030000000","8901030000000"
"215","SAFFOLA GOLD 5LI+1L 1122/-","3","PCS","1122.0","970.0","3880.0","Cooking Oil","970.0","1031.0","15.67","152.0","608.0","1114.4","1106.8","14.89","14.1","","","","","","","8901090000000","8901090000000"
"216","SANTOOR H/W 750ML 99/-","12","PCS","99.0","74.0","888.0","Personal Care","74.0","84.0","33.78","25.0","300.0","97.75","96.5","32.09","30.41","","","","","","","8901400000000","8901400000000"
"217","SANTOOR SET 165/-","17","PCS","165.0","146.0","2628.0","Personal Care","146.0","154.0","13.01","19.0","342.0","164.05","163.1","12.36","11.71","","","","","","","8901400000000","8901400000000"
"218","SENSODYNE FRESH 140/- BLUE","12","PCS","140.0","120.0","1440.0","Personal Care","120.0","128.0","16.67","20.0","240.0","139.0","138.0","15.83","15.0","","","","","","","8901570000000","8901570000000"
"219","SENSODYNE MINT 140/- GREEN","12","PCS","140.0","120.0","1440.0","Personal Care","120.0","128.0","16.67","20.0","240.0","139.0","138.0","15.83","15.0","","","","","","","8901570000000","8901570000000"
"220","SHANTI AMLA 140ML 47/-","24","PCS","47.0","47.0","846.0","Personal Care","35.25","40.0","33.33","11.75","282.0","46.41","45.82","31.66","29.99","","","","","","","8901090000000","8901090000000"
"221","STAYFREE 42/-","84","PCS","42.0","32.76","2751.84","Personal Care","32.76","37.0","28.21","9.24","776.16","41.54","41.08","26.8","25.4","","","","","","","",""
"222","SUNSILK 200ML 191/- BLACK","12","PCS","191.0","173.64","1875.31","Personal Care","156.28","171.0","22.22","34.72","416.64","189.26","187.53","21.1","20.0","","","","","","","8901030000000","8901030000000"
"223","SUNSILK 400ML 359/- BLACK","6","PCS","359.0","245.0","1470.0","Personal Care","245.0","291.0","46.53","114.0","684.0","353.3","347.6","44.2","41.88","","","","","","","8901030000000","8901030000000"
"224","SUNSILK POUCH PINK 1/-","695","PCS","1.0","1.0","695.0","Personal Care","1.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","","","","","","","8909110000000","8909110000000"
"225","SUNSILK POUCH BLACK 1/-","694","PCS","1.0","1.0","695.0","Personal Care","1.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","","","","","","","8909110000000","8909110000000"
"226","SURF EXCEL POWDER 10/-","98","PCS","10.0","10.0","1000.0","Home Care","10.0","10.0","0.0","0.0","0.0","10.0","10.0","0.0","0.0","","","","","","","8909110000000","8909110000000"
"227","SURF EXCEL QUICK WASH 1KG","16","PCS","230.0","212.96","3202.92","Home Care","200.18","213.0","14.9","29.82","477.12","228.51","227.02","14.15","13.41","","","","","","","8909110000000","8909110000000"
"228","SURF EXCEL QUICK WASH 500GM","30","PCS","115.0","106.48","3202.92","Home Care","100.09","107.0","14.9","14.91","477.12","114.25","113.51","14.15","13.41","","","","","","","8909110000000","8909110000000"
"229","SURF XL BLUE 500GM 68/-","24","PCS","68.0","62.39","1377.57","Home Care","57.4","62.0","18.47","10.6","254.4","67.47","66.94","17.54","16.62","","","","","","","8909110000000","8909110000000"
"230","SURF XL BLUE 1KG 136/-","12","PCS","136.0","124.77","1377.46","Home Care","114.79","124.0","18.48","21.21","254.52","134.94","133.88","17.55","16.63","","","","","","","8909110000000","8909110000000"
"231","TAJ MAHAL 500GM 360/-","8","PCS","360.0","336.45","2476.27","Beverages","309.53","330.0","16.31","50.47","403.76","357.48","354.95","15.49","14.67","","","","","","","8901030000000","8901030000000"
"232","TAJ MAHAL 250GM 180/-","12","PCS","180.0","168.23","1897.63","Beverages","158.14","167.0","13.82","21.86","262.32","178.91","177.81","13.13","12.44","","","","","","","8901030000000","8901030000000"
"233","TATA TEA 100GM 50/-","116","PCS","50.0","39.0","4680.0","Beverages","39.0","45.0","28.21","11.0","1320.0","47.5","45.0","26.79","25.38","","","","","","","8901050000000","8901050000000"
"234","TATA TEA 1KG 580/-","10","PCS","580.0","360.0","4320.0","Beverages","360.0","448.0","61.11","220.0","2640.0","569.0","558.0","58.06","55.0","","","","","","","8901050000000","8901050000000"
"235","TATA TEA 250GM 140/-","93","PCS","140.0","470.0","11280.0","Beverages","117.5","127.0","-70.21","-330.0","-7920.0","156.5","173.0","-66.7","-63.19","","","","","","","8901050000000","8901050000000"
"236","TATA TEA 50GM 20/-","140","PCS","20.0","20.0","2800.0","Beverages","20.0","20.0","0.0","0.0","0.0","20.0","20.0","0.0","0.0","","","","","","","8901050000000","8901050000000"
"237","TATA TEA 500GM 280/-","46","PCS","280.0","395.0","9480.0","Beverages","197.5","231.0","-29.11","-115.0","-2760.0","285.75","291.5","-27.66","-26.2","","","","","","","8901050000000","8901050000000"
"238","TATA TEA AGNI 250GM 60/-","96","PCS","60.0","200.0","4800.0","Beverages","50.0","54.0","-70.0","-140.0","-3360.0","67.0","74.0","-66.5","-63.0","","","","","","","8901050000000","8901050000000"
"239","TATA TEA ELAICHI 10/-","420","PCS","10.0","7.1","2982.0","Beverages","7.1","9.0","40.85","2.9","1218.0","9.86","9.71","38.87","36.76","","","","","","","8901050000000","8901050000000"
"240","TATA TEA ELAICHI 250GM 95/-","48","PCS","95.0","312.0","3744.0","Beverages","78.0","85.0","-69.55","-217.0","-2604.0","105.85","116.7","-66.07","-62.6","","","","","","","8901050000000","8901050000000"
"241","TATA TEA GOLD 250GM 180/-","40","PCS","180.0","550.0","5500.0","Beverages","137.5","155.0","-67.27","-370.0","-3700.0","198.5","217.0","-63.91","-60.55","","","","","","","8901050000000","8901050000000"
"242","TIDE DETERGENT 4+1KG 659/-","15","PCS","675.0","420.0","2100.0","Home Care","420.0","522.0","56.9","239.0","1195.0","641.25","607.5","54.06","51.21","","","","","","","4987180000000","4987180000000"
"243","TIDE DETERGENT 500GM 65/-","48","PCS","65.0","60.19","2542.43","Home Care","52.97","58.0","22.71","12.03","577.44","64.4","63.8","21.58","20.45","","","","","","","4987180000000","4987180000000"
"244","TIDE DETERGENT 1KG 130/-","23","PCS","130.0","120.37","2542.21","Home Care","105.93","116.0","22.72","24.07","577.68","128.8","127.59","21.59","20.45","","","","","","","4987180000000","4987180000000"
"245","TRESEME POUCH 2/- RED","600","PCS","2.0","2.0","1200.0","Personal Care","2.0","2.0","0.0","0.0","0.0","2.0","2.0","0.0","0.0","","","","","","","8909110000000","8909110000000"
"246","TRESEME POUCH 5/-","130","PCS","5.0","5.0","650.0","Personal Care","5.0","5.0","0.0","0.0","0.0","5.0","5.0","0.0","0.0","","","","","","","8909110000000","8909110000000"
"247","VATIKA POUCH 1/-","670","PCS","1.0","1.0","670.0","Personal Care","1.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","","","","","","","8901210000000","8901210000000"
"248","VEET SMALL 109/-","12","PCS","109.0","93.0","1116.0","Personal Care","93.0","100.0","17.2","16.0","192.0","108.2","107.4","16.34","15.48","","","","","","","8901400000000","8901400000000"
"249","VICKS JAR 2/-","444","PCS","2.0","2.0","888.0","Healthcare","2.0","2.0","0.0","0.0","0.0","2.0","2.0","0.0","0.0","","","","","","","4987180000000","4987180000000"
"250","VIM BAR 400GM 30/-","49","PCS","30.0","27.78","1319.55","Home Care","26.39","28.0","13.68","3.61","180.5","29.82","29.64","13.0","12.32","","","","","","","8909110000000","8909110000000"
"251","VIM BAR SET 30/-","19","PCS","30.0","29.29","615.0","Home Care","29.29","30.0","2.42","0.71","14.91","29.96","29.93","2.29","2.19","","","","","","","8909110000000","8909110000000"
"252","VIM BAR SET 86/-","15","PCS","86.0","79.63","1172.15","Home Care","73.26","79.0","17.39","12.74","203.84","85.36","84.73","16.52","15.66","","","","","","","8909110000000","8909110000000"
"253","VIM BAR TUB 60/-","23","PCS","60.0","55.56","1186.76","Home Care","49.45","54.0","21.33","10.55","253.2","59.47","58.95","20.26","19.21","","","","","","","8909110000000","8909110000000"
"254","VIM LIQUID POUCH 20/- YELLOW","33","PCS","20.0","18.52","620.05","Home Care","17.22","19.0","16.14","2.78","100.08","19.86","19.72","15.33","14.52","","","","","","","8909110000000","8909110000000"
"255","VIM LIQUID 250ML 58/-","40","PCS","58.0","53.7","1933.2","Home Care","48.33","53.0","20.01","9.67","386.8","57.52","57.03","19.02","18.0","","","","","","","8909110000000","8909110000000"
"256","VIM LIQUID 750ML 205/-","12","PCS","205.0","145.0","1740.0","Home Care","145.0","169.0","41.38","60.0","720.0","202.0","199.0","39.31","37.24","","","","","","","8909110000000","8909110000000"
"257","VIM LIQUID 500ML 130/-","12","PCS","130.0","120.37","1300.0","Home Care","108.33","117.0","20.0","21.67","260.04","128.92","127.83","19.01","18.0","","","","","","","8909110000000","8909110000000"
"258","VIVEL SET 120/-","45","PCS","120.0","120.0","4266.0","Personal Care","94.8","105.0","26.58","25.2","1134.0","118.74","117.48","25.25","23.92","","","","","","","8901730000000","8901730000000"
"259","WHEEL 1KG 75/- BLUE","25","PCS","75.0","69.44","1649.2","Home Care","65.97","70.0","13.69","9.03","225.75","74.55","74.1","13.01","12.32","","","","","","","8909110000000","8909110000000"
"260","WHISPER 50/-","112","PCS","50.0","50.0","4200.0","Personal Care","37.5","43.0","33.33","12.5","1400.0","49.38","48.75","31.68","30.0","","","","","","","4987180000000","4987180000000"
"261","WILKINSON BLADE 15/-","400","PCS","15.0","188.0","3760.0","Personal Care","10.5","13.0","-92.02","-173.0","-3460.0","14.25","13.5","-87.42","-82.82","","","","","","","4902430000000","4902430000000"
"262","XL FRONT LOAD LIQUID 1LI","12","PCS","169.0","169.0","1602.12","Home Care","133.51","148.0","26.58","35.49","425.88","167.23","165.45","25.26","23.92","","","","","","","8909110000000","8909110000000"
"263","XL TOP LOAD POUCH 1LI","12","PCS","149.0","149.0","1412.52","Home Care","117.71","131.0","26.58","31.29","375.48","147.44","145.87","25.26","23.92","","","","","","","8909110000000","8909110000000"
"264","YIPPEE 15/-","69","PCS","15.0","14.94","1150.0","Food & Grocery","14.94","15.0","0.4","0.06","4.62","15.0","14.99","0.4","0.33","","","","","","","8909080000000","8909080000000"
"265","MTC MUSTARD OIL1LITR","23","","199.0","","","","156.3","174.0","27.31925784","","","189.05","179.1","","","","","","","","","8906040000000","8906040000000"
"266","MTC MUSTARD OIL 500ML","24","","105.0","","","","80.5","91.0","30.43478261","","","99.75","94.5","","","","","","","","","8906040000000","8906040000000"
"267","MTC MUSTARD OIL 2L","9","","399.0","","","","299.33","340.0","33.29769819","","","379.05","359.1","","","","","","","","","8906040000000","8906040000000"
"268","MTC MUSTARD OIL 5L","4","","1050.0","","","","790.0","894.0","32.91139241","","","997.5","945.0","","","","","","","","","8906040000000","8906040000000"
"269","MTC DHALIA 500G","37","","50.0","","","","23.0","34.0","117.3913043","","","47.5","45.0","","","","","","","","","8906040000000","8906040000000"
"270","MTC KHAND 500G","20","","60.0","","","","30.5","43.0","96.72131148","","","57.0","54.0","","","","","","","","","8906040000000","8906040000000"
"271","TATA SALT 1KG","148","","30.0","","","","25.5","28.0","15.38461538","","","28.5","27.0","","","","","","","","","8904040000000","8904040000000"
"272","MILK FOOD GHEE 500G","10","","318.0","","","","248.5","277.0","27.96780684","","","302.1","286.2","","","","","","","","","8906000000000","8906000000000"
