"Sr_No","Product_Name","Quantity","Unit","MRP","Purchase_Rate","Amount","Category","Cost_Price","Sell_Price","Actual_Margin_Percent","Actual_Profit_Per_Unit","Total_Actual_Profit","SP_5_Percent","SP_10_Percent","SP_5_Margin_Percent","SP_10_Margin_Percent","Brand","Size","Supplier","Last_Updated","Status","Stock_Quantity","Barcode","Barcode_Clean"
"453","CREMICA COCONUT 72G","60","","10.0","","","Biscuits","8.65","10.0","15.60693642","","","9.5","9.0","","","","","","","","","8906080000000","8906080000000"
"454","DABUR HONEY 500G","22","","250.0","","","Food Products","180.0","200.0","25.0","","","237.5","225.0","","","","","","","","","8901210000000","8901210000000"
"455","NATURAL MOONG CHILKA 500G","10","","100.0","","","General","57.0","75.0","75.43859649","","","95.0","90.0","","","","","","","","","8906040000000","8906040000000"
"456","NATURAL MOONG DHULI 500G","21","","100.0","","","General","60.0","76.0","66.66666667","","","95.0","90.0","","","","","","","","","8906040000000","8906040000000"
"457","NATURAL ARHAD DAL 500G","30","","100.0","","","General","60.0","76.0","66.66666667","","","95.0","90.0","","","","","","","","","8906040000000","8906040000000"
"458","NATURAL DALCHANA 500G","39","","80.0","","","General","47.0","61.0","70.21276596","","","76.0","72.0","","","","","","","","","8906040000000","8906040000000"
"459","NATURAL MOONG SABOT 500G","39","","100.0","","","General","57.0","75.0","75.43859649","","","95.0","90.0","","","","","","","","","8906040000000","8906040000000"
"460","NATURAL KALE CHANE 500G","31","","80.0","","","General","47.0","61.0","70.21276596","","","76.0","72.0","","","","","","","","","8906040000000","8906040000000"
"461","NATURAL URAD CHILKA 500G","27","","100.0","","","General","57.0","75.0","75.43859649","","","95.0","90.0","","","","","","","","","8906040000000","8906040000000"
"462","NATURAL URAD DHULI 500G","31","","110.0","","","General","67.0","85.0","64.17910448","","","104.5","99.0","","","","","","","","","8906040000000","8906040000000"
"463","NATURAL MIX DAL500G","31","","100.0","","","General","57.0","75.0","75.43859649","","","95.0","90.0","","","","","","","","","8906040000000","8906040000000"
"464","NATURAL URAD SABUT 500G","30","","100.0","","","General","57.0","75.0","75.43859649","","","95.0","90.0","","","","","","","","","8906040000000","8906040000000"
"465","NATURAL KABLI CHANA 500G","24","","90.0","","","General","52.0","68.0","73.07692308","","","85.5","81.0","","","","","","","","","8906040000000","8906040000000"
"466","NATURAL RAJMA CHITRA 500G","25","","110.0","","","General","73.0","88.0","50.68493151","","","104.5","99.0","","","","","","","","","8906040000000","8906040000000"
"467","NATURAL KALI MASOOR 500G","32","","80.0","","","General","49.0","62.0","63.26530612","","","76.0","72.0","","","","","","","","","",""
"468","NATURAL MATAR SAFED 500G","9","","70.0","","","General","49.0","58.0","42.85714286","","","66.5","63.0","","","","","","","","","8906040000000","8906040000000"
"469","NATURAL KATI MALKA 500G","32","","105.0","","","General","74.0","87.0","41.89189189","","","99.75","94.5","","","","","","","","","",""
"470","RAJDHANI BESAN 200G","28","","34.0","","","General","20.0","26.0","70.0","","","32.3","30.6","","","","","","","","","8906060000000","8906060000000"
"471","AASHIRVAAD 10 KG","10","","495.0","","","Food Products","430.0","440.0","15.11627907","","","470.25","445.5","","","","","","","","","8901730000000","8901730000000"
"472","AASHIRWAD 5KG ATTA","8","","259.0","","","General","222.0","235.0","16.66666667","","","246.05","233.1","","","","","","","","","8901730000000","8901730000000"
"473","FUNFOODS VEG TANDORI 245G","3","","99.0","","","Food Products","74.91","85.0","32.15859031","","","94.05","89.1","","","","","","","","","8906000000000","8906000000000"
"474","FUNFOODS VEG BURGER 245G","3","","99.0","","","Food Products","74.91","85.0","32.15859031","","","94.05","89.1","","","","","","","","","8906000000000","8906000000000"
"475","FUNFOODS VEG MAYONNAISE 100G","9","","49.0","","","Food Products","37.08","42.0","32.14670982","","","46.55","44.1","","","","","","","","","8906000000000","8906000000000"
"476","FUNFOODS VEG MAYONNAISE 250G","3","","99.0","","","Food Products","74.91","85.0","32.15859031","","","94.05","89.1","","","","","","","","","8906000000000","8906000000000"
"477","FUNFOODS VEG MAYONNAIS 800G","2","","199.0","","","Food Products","150.0","170.0","32.66666667","","","189.05","179.1","","","","","","","","","8906000000000","8906000000000"
"478","FUNFOODS PASTA$PIZZA RED SAUSE","3","","99.0","","","Food Products","74.91","85.0","32.15859031","","","94.05","89.1","","","","","","","","","8906000000000","8906000000000"
"479","FUNFOODS PIZA TOPPONG 315G","3","","99.0","","","Instant Food","74.91","85.0","32.15859031","","","94.05","89.1","","","","","","","","","8906000000000","8906000000000"
"480","FUNFOODS PEANUT BUTTER CRUNCHY 750G","2","","199.0","","","Food Products","150.58","170.0","32.15566476","","","189.05","179.1","","","","","","","","","8906000000000","8906000000000"
"481","FUNFOODS PEANUT BUTTER CREAMY 750G","2","","199.0","","","Food Products","150.58","170.0","32.15566476","","","189.05","179.1","","","","","","","","","8906000000000","8906000000000"
"482","FUNFOODS PEANUT BUTTER CREAMY 375G","1","","139.0","","","Food Products","105.18","119.0","32.15440198","","","132.05","125.1","","","","","","","","","8906000000000","8906000000000"
"483","FUNFOODS PEANUT BUTTER CRUNCHY 375G","2","","139.0","","","Food Products","105.18","119.0","32.15440198","","","132.05","125.1","","","","","","","","","8906000000000","8906000000000"
"484","MTR DOSA 500G","3","","155.0","","","Food Products","117.28","133.0","32.16234652","","","147.25","139.5","","","","","","","","","8901040000000","8901040000000"
"485","MTR GULAB JAMUN 175G","3","","145.0","","","Food Products","109.72","124.0","32.15457528","","","137.75","130.5","","","","","","","","","8901040000000","8901040000000"
"486","MTR UPMA160G","3","","65.0","","","Oils & Ghee","49.58","56.0","31.1012505","","","61.75","58.5","","","","","","","","","8901040000000","8901040000000"
"487","MTR UPMA 500G","3","","140.0","","","Oils & Ghee","105.93","120.0","32.16274899","","","133.0","126.0","","","","","","","","","8901040000000","8901040000000"
"488","MTR RAVA IDLI 500G","3","","150.0","","","Food Products","113.5","129.0","32.15859031","","","142.5","135.0","","","","","","","","","8901040000000","8901040000000"
"489","MTR RAVA IDLI 200G","3","","90.0","","","Food Products","68.1","77.0","32.15859031","","","85.5","81.0","","","","","","","","","8901040000000","8901040000000"
"490","MTR RICE IDLI 500G","3","","155.0","","","Food Products","117.28","133.0","32.16234652","","","147.25","139.5","","","","","","","","","8901040000000","8901040000000"
"491","NUTRELA SOYA GRANULS 200G","5","","50.0","","","Food Products","35.72","42.0","39.97760358","","","47.5","45.0","","","","","","","","","8906030000000","8906030000000"
"492","NUTRELA SOYA CHUNKS 200G","6","","50.0","","","Food Products","35.71","42.0","40.01680202","","","47.5","45.0","","","","","","","","","8906030000000","8906030000000"
"493","NUTRELA SOYA MINI CHUNKS 200G","6","","50.0","","","Food Products","35.71","42.0","40.01680202","","","47.5","45.0","","","","","","","","","8906030000000","8906030000000"
"494","FUNFOODS CUCUMBR$CARRIT 250G","3","","99.0","","","Food Products","74.91","85.0","32.15859031","","","94.05","89.1","","","","","","","","","8906000000000","8906000000000"
"495","MTR RICE IDLI 200G","3","","90.0","","","Food Products","68.1","77.0","32.15859031","","","85.5","81.0","","","","","","","","","8901040000000","8901040000000"
"496","NATURE FRESH CHAKKI ATTA 5KG","6","","260.0","","","General","210.0","230.0","23.80952381","","","247.0","234.0","","","","","","","","","8906010000000","8906010000000"
"497","NATURE FRESH CHKKI ATTA 10 KG","14","","495.0","","","General","415.0","447.0","19.27710843","","","470.25","445.5","","","","","","","","","8906010000000","8906010000000"
"498","FORTUNE SOYA OIL 870G","113","","170.0","","","General","133.7","145.0","26.98412698","","","161.5","153.0","","","","","","","","","8906010000000","8906010000000"
"499","MAHAKOSH SOYABEAN OIL 750G","11","","144.0","","","General","109.0","123.0","32.11009174","","","136.8","129.6","","","","","","","","","8906030000000","8906030000000"
"500","GAGAN VANASPATI GHEE 1LTR","20","","200.0","","","General","143.0","166.0","39.86013986","","","190.0","180.0","","","","","","","","","8906010000000","8906010000000"
"501","CLASSIC MAKHANA 250G","44","","550.0","","","General","250.0","270.0","20.0","","","522.5","495.0","","","","","","","","","8908020000000","8908020000000"
"502","SAVOUR VERMICELLI ROASTED 800G","5","","115.0","","","General","80.95","95.0","15.0","","","109.25","103.5","","","","","","","","","8906020000000","8906020000000"
"503","SAVOUR VERMICELLI SEVAIYA 800G","6","","96.0","","","General","71.0","81.0","35.21126761","","","91.2","86.4","","","","","","","","","8906020000000","8906020000000"
"504","PARAM ATTAA 10KG","5","","400.0","","","General","335.0","350.0","14.28571429","","","380.0","360.0","","","","","","","","","",""
"505","PARAM ATTA 5KG","10","","200.0","","","General","170.0","180.0","17.64705882","","","190.0","180.0","","","","","","","","","",""
"506","5 BAI SHOP SET","10","","84.0","","","General","65.0","70.0","29.23076923","","","79.8","75.6","","","","","","","","","",""
"507","INDIAGATE ROZZANA 1KG","18","","118.0","","","General","81.0","90.0","45.67901235","","","112.1","106.2","","","","","","","","","690225000000","690225000000"
"508","INDIAGATE DUBAR 1KG","20","","151.0","","","General","101.0","120.0","49.5049505","","","143.45","135.9","","","","","","","","","690225000000","690225000000"
"509","HRB ONN CHILLI FLAKES 100G","3","","109.0","","","General","65.4","","66.66666667","","","103.55","98.1","","","","","","","","","8966590000000","8966590000000"
"510","HRB ONN OREGANO 100G","3","","109.0","","","General","65.4","","66.66666667","","","103.55","98.1","","","","","","","","","8966590000000","8966590000000"
"511","HRB ONN PASTA SEASONING 100G","4","","109.0","","","General","65.4","","66.66666667","","","103.55","98.1","","","","","","","","","8966590000000","8966590000000"
"512","HEALTHY HERB DRY YEAST 40 G","3","","70.0","","","Confectionery","42.0","","66.66666667","","","66.5","63.0","","","","","","","","","8213220000000","8213220000000"
"513","GREEN CARDAMONPOWER 25G","3","","149.0","","","General","89.4","","66.66666667","","","141.55","134.1","","","","","","","","","6845670000000","6845670000000"
"514","SAVOUR PASTA SPIRAL500G","5","","99.0","","","General","53.0","","86.79245283","","","94.05","89.1","","","","","","","","","8906020000000","8906020000000"
"515","RAJA BHUJIA 300G","5","","90.0","","","General","72.0","","25.0","","","85.5","81.0","","","","","","","","","",""
"516","RAJA SALSA MIX 350G","3","","90.0","","","General","72.0","","25.0","","","85.5","81.0","","","","","","","","","",""
"517","RAJA KANPURI 350G","3","","90.0","","","General","72.0","","25.0","","","85.5","81.0","","","","","","","","","",""
"518","RAJA BOONDI 5G","10","","12.0","","","General","8.0","","50.0","","","11.4","10.8","","","","","","","","","",""
"519","SUPER BRIGHT SCRUB","12","","20.0","","","General","6.0","","233.3333333","","","19.0","18.0","","","","","","","","","8908000000000","8908000000000"
"520","MAGIC HANDWASH","10","","10.0","","","General","8.8","","13.63636364","","","9.5","9.0","","","","","","","","","8901020000000","8901020000000"
"521","GULF DATES 500G","2","","162.0","","","General","82.0","","97.56097561","","","153.9","145.8","","","","","","","","","8906020000000","8906020000000"
"522","FENA POWERWASH 4KG","4","","330.0","","","General","278.0","","18.70503597","","","313.5","297.0","","","","","","","","","8901190000000","8901190000000"
"523","NIP BARTAN BHAR 945G","20","","75.0","","","General","60.0","","25.0","","","71.25","67.5","","","","","","","","","8901190000000","8901190000000"
"524","MAGGI 120/","9","","120.0","","","General","104.0","115.0","-38.99339095","","","114.0","108.0","","","","","","","","","8901058023800","8901058023800"
"525","DABUR HONEY 1KG","400","","495.0","","","General","356.4","","38.88888889","","","470.25","445.5","","","","","","","","","",""
"526","MARGO SET","48","","105.0","","","General","77.8","","34.96143959","","","99.75","94.5","","","","","","","","","8902100000000","8902100000000"
"527","NESCAFE COFFEE 50G","30","","245.0","","","General","217.2","","12.79926335","","","232.75","220.5","","","","","","","","","89009949","89009949"
"528","NESCAFE 200GM","3","","899.0","","","General","580.0","","55.0","","","854.05","809.1","","","","","","","","","8901060000000","8901060000000"
"529","ODONIL ROOM SPRAY","24","","169.0","","","General","86.0","","96.51162791","","","160.55","152.1","","","","","","","","","",""
"530","GILLETTE GUARD ERASER","8","","28.0","","","General","20.33","","37.72749631","","","26.6","25.2","","","","","","","","","4987180000000","4987180000000"
"531","GILLETTE GUARD SUPR SAVER PCK","1","","168.0","","","General","134.68","","24.74012474","","","159.6","151.2","","","","","","","","","4987180000000","4987180000000"
"532","GILLETTE GUARD SHAVINGCREAM 125G","3","","70.0","","","General","54.18","","29.19896641","","","66.5","63.0","","","","","","","","","4987180000000","4987180000000"
"533","GILLETTE GUARD SHAVE GEL","2","","99.0","","","General","85.0","","16.47058824","","","94.05","89.1","","","","","","","","","4987180000000","4987180000000"
"534","GILLETTE VECTR+","2","","99.0","","","General","85.0","","16.47058824","","","94.05","89.1","","","","","","","","","4987180000000","4987180000000"
"535","WHISPER ULTRA XL 10PADS","1","","70.0","","","General","60.99","","14.77291359","","","66.5","63.0","","","","","","","","","4987180000000","4987180000000"
"536","WHISPER ULTRA XL 18PADS","1","","120.0","","","General","104.0","","15.38461538","","","114.0","108.0","","","","","","","","","4987180000000","4987180000000"
"537","GILLETTE VECTOR+6PCS","1","","267.0","","","General","225.86","","18.21482334","","","253.65","240.3","","","","","","","","","4987180000000","4987180000000"
"538","GILLETTE VECTOR+4PCS","1","","188.0","","","General","159.0","","18.23899371","","","178.6","169.2","","","","","","","","","4987180000000","4987180000000"
"539","GILLETTE VECTOR+2PCS","1","","99.0","","","General","83.73","","18.23719097","","","94.05","89.1","","","","","","","","","4987180000000","4987180000000"
"540","PAMPERS NEW BABY","8","","20.0","","","General","15.0","","33.33333333","","","19.0","18.0","","","","","","","","","4987180000000","4987180000000"
"541","TIDE 5KG +BACKET FREE","5","","599.0","","","General","486.79","","23.05100762","","","569.05","539.1","","","","","","","","","4987180000000","4987180000000"
"542","REAL NUT CASHEW 250G","1","","375.0","","","General","255.0","","47.05882353","","","356.25","337.5","","","","","","","","","a8906014092562a","a8906014092562a"
"543","REAL NUT CASHEW 100G","2","","170.0","","","General","120.0","","41.66666667","","","161.5","153.0","","","","","","","","","a8906014091107a","a8906014091107a"
"544","REAL CASHEW ROASTED MASAL 100G","1","","170.0","","","General","120.0","","41.66666667","","","161.5","153.0","","","","","","","","","8906010000000","8906010000000"
"545","HR NAVARATTAN 210GM","5","","50.0","","","General","42.73","50.0","17.01380763","","","47.5","45.0","","","","","","","","","8904063231789","8904063231789"
"546","HR KHATTAMEETHA 210GM","5","","50.0","","","General","42.73","50.0","17.01380763","","","47.5","45.0","","","","","","","","","8904063231819","8904063231819"
"547","HR ALOO BHUJIA 210GM","5","","50.0","","","General","47.0","50.0","6.382978723","","","47.5","45.0","","","","","","","","","8904063231567","8904063231567"
"548","HR BHUJIA 200GM","5","","60.0","","","General","51.28","60.0","17.00468019","","","57.0","54.0","","","","","","","","","8904063200051","8904063200051"
"549","HR ALL IN ONE200GM","5","","60.0","","","General","51.28","60.0","17.00468019","","","57.0","54.0","","","","","","","","","8904063200020","8904063200020"
"550","HR CHATPATADAL 210GM","5","","55.0","","","General","47.0","55.0","17.0212766","","","52.25","49.5","","","","","","","","","8904063231758","8904063231758"
"551","HR BHELPURI 200GM","5","","55.0","","","General","47.0","55.0","17.02127659574468","","","52.25","49.5","","","","","","","","","8904063200341","8904063200341"
"552","HR PUNJABITADKA 210GM","5","","55.0","","","General","47.0","55.0","17.02127659574468","","","52.25","49.5","","","","","","","","","8904063231765","8904063231765"
"553","HR PANCHARATAN 200GM","3","","100.0","","","General","85.0","95.0","17.647058823529413","","","95.0","90.0","","","","","","","","","8904063200044","8904063200044"
"554","HR KAJU MIXTURE 200GM","5","","95.0","","","General","81.19","90.0","17.009483926591948","","","90.25","85.5","","","","","","","","","8904063200167","8904063200167"
"555","HR SALTED PEANUT 200GM","5","","55.0","","","General","47.0","55.0","17.02127659574468","","","52.25","49.5","","","","","","","","","8904063253842","8904063253842"
"556","HR CRUSHED 200GM","5","","65.0","","","General","55.55","65.0","17.011701170117018","","","61.75","58.5","","","","","","","","","8904063210678","8904063210678"
"557","HR GUP SHUP 200GM","3","","56.0","","","General","47.86","56.0","17.00793982448809","","","53.2","50.4","","","","","","","","","8904063251497","8904063251497"
"558","HR CORNFLAKES MIX 200GM","3","","80.0","","","General","68.37","80.0","17.0103846716396","","","76.0","72.0","","","","","","","","","8904063200105","8904063200105"
"559","HR DALBIJI 200GM","5","","60.0","","","General","51.28","60.0","17.004680187207484","","","57.0","54.0","","","","","","","","","8904063227928","8904063227928"
"560","HR GOLDEN MIXTURE 150GM","5","","40.0","","","General","34.18","40.0","17.02750146284377","","","38.0","36.0","","","","","","","","","8904063206848","8904063206848"
"561","HR GUJURATI MIXTURE 200GM","5","","55.0","","","General","47.0","55.0","17.02127659574468","","","52.25","49.5","","","","","","","","","8904063200556","8904063200556"
"562","HR LITE MIXTURE 150GM","5","","40.0","","","General","34.18","40.0","17.02750146284377","","","38.0","36.0","","","","","","","","","8904063255280","8904063255280"
"563","HR LIGHT MURMURA  150GM","5","","40.0","","","General","34.18","40.0","17.02750146284377","","","38.0","36.0","","","","","","","","","",""
"564","HR NIMBU MASALA 210GM","5","","55.0","","","General","47.0","55.0","17.02127659574468","","","52.25","49.5","","","","","","","","","8904063231772","8904063231772"
"565","HR ALL IN ONE 400GM","3","","115.0","","","General","98.29","110.0","17.000712178248033","","","109.25","103.5","","","","","","","","","8904063230164","8904063230164"
"566","HR NAVARATTAN 420GM","5","","100.0","","","General","85.47","95.0","17.000117000117","","","95.0","90.0","","","","","","","","","8904063231796","8904063231796"
"567","HR BHUJJIA 400GM","5","","120.0","","","General","102.56","115.0","17.004680187207484","","","114.0","108.0","","","","","","","","","8904063230010","8904063230010"
"568","HR ALOO BHUJIA 420GM","5","","110.0","","","General","94.01","105.0","17.008828847994888","","","104.5","99.0","","","","","","","","","8904063231574","8904063231574"
"569","HR KHATTA METTHA 420GM","3","","100.0","","","General","85.47","100.0","17.000117000117","","","95.0","90.0","","","","","","","","","8904063231826","8904063231826"
"570","HR MOONG DAL 420GM","3","","120.0","","","General","102.56","115.0","17.004680187207484","","","114.0","108.0","","","","","","","","","8904063230096","8904063230096"
"571","HR PANCHARATAN 420GM","3","","195.0","","","General","166.66","185.0","17.00468018720749","","","185.25","175.5","","","","","","","","","8904063230058","8904063230058"
"572","HR BHUJIA PLAIN 400GM","3","","120.0","","","General","102.56","115.0","17.004680187207484","","","114.0","108.0","","","","","","","","","8904063230171","8904063230171"
"573","HR KAJU MIXTURE 400GM","3","","120.0","","","General","102.56","115.0","17.004680187207484","","","114.0","108.0","","","","","","","","","8904063230157","8904063230157"
"574","HR CRAKER 400GM","3","","110.0","","","General","94.01","105.0","17.008828847994888","","","104.5","99.0","","","","","","","","","8904063231741","8904063231741"
"575","MACHA TEA 800G","6","","540.0","","","General","425.0","","27.058823529411764","","","513.0","486.0","","","","","","","","","8906083550383","8906083550383"
"576","MACHA TEA 200G","15","","135.0","","","General","106.0","","27.358490566037734","","","128.25","121.5","","","","","","","","","8906083550079","8906083550079"
"577","CHANDAN TIKA 40G","24","","40.0","","","General","15.5","","158.06451612903226","","","38.0","36.0","","","","","","","","","8901684603599","8901684603599"
"578","MANGALDEEP SANDAL","24","","15.0","","","General","7.0","","114.28571428571428","","","14.25","13.5","","","","","","","","","8906016572178","8906016572178"
"579","KISSAN SWEET SPICY","3","","80.0","","","General","65.45","","22.230710466004577","","","76.0","72.0","","","","","","","","","8901030702556","8901030702556"
"580","KISSAN FRSH TAMATO","13","","10.0","","","General","9.0","","11.11111111111111","","","9.5","9.0","","","","","","","","","8909106021792","8909106021792"
"581","CHOCO ECLAIRS TOFIEE","1","","100.0","","","General","90.0","","11.11111111111111","","","95.0","90.0","","","","","","","","","",""
